Residence,Region,Sub-Region,Total,Period
Vietnam,Asia,Southeast Asia,12414,2015-09
Thailand,Asia,Southeast Asia,8466,2015-09
Malaysia,Asia,Southeast Asia,36526,2015-09
Indonesia,Asia,Southeast Asia,13263,2015-09
Singapore,Asia,Southeast Asia,26763,2015-09
Middle East,Asia,,1428,2015-09
India,Asia,,3024,2015-09
"Korea,Republic of",Asia,,46770,2015-09
HongKong. Macao,Asia,,118255,2015-09
Mainland China,Asia,,345243,2015-09
Japan,Asia,,145835,2015-09
Philippines,Asia,Southeast Asia,9709,2015-09
"Others, America",America,,1119,2015-09
Unstated,,,141,2015-09
France,Europe,,2635,2015-09
Belgium,Europe,,449,2015-09
"Others, Oceania",Oceania,,212,2015-09
S. Africa,Africa,,243,2015-09
"Others, Africa",Africa,,657,2015-09
Australia,Oceania,,5594,2015-09
"Others, Europe",Europe,,3088,2015-09
Russian Federation,Europe,,627,2015-09
Sweden,Europe,,627,2015-09
New Zealand,Oceania,,847,2015-09
Austria,Europe,,462,2015-09
United Kingdom,Europe,,4118,2015-09
Spain,Europe,,696,2015-09
Switzerland,Europe,,690,2015-09
Netherlands,Europe,,1431,2015-09
Italy,Europe,,1096,2015-09
Greece,Europe,,90,2015-09
Germany,Europe,,4383,2015-09
"Others, America",America,,887,2015-10
Argentina,America,,94,2015-10
Brazil,America,,335,2015-10
Mexico,America,,257,2015-10
United States of America,America,,42917,2015-10
Canada,America,,8261,2015-10
Thailand,Asia,Southeast Asia,13441,2015-10
Vietnam,Asia,Southeast Asia,10902,2015-10
Philippines,Asia,Southeast Asia,10626,2015-10
Indonesia,Asia,Southeast Asia,14966,2015-10
Singapore,Asia,Southeast Asia,32529,2015-10
Malaysia,Asia,Southeast Asia,38029,2015-10
Belgium,Europe,,595,2015-10
"Others, Southeast Asia",Asia,Southeast Asia,1610,2015-10
France,Europe,,3887,2015-10
Greece,Europe,,158,2015-10
Italy,Europe,,1632,2015-10
"Others, Africa",Africa,,475,2015-10
S. Africa,Africa,,358,2015-10
"Others, Oceania",Oceania,,249,2015-10
New Zealand,Oceania,,1078,2015-10
Australia,Oceania,,6543,2015-10
"Others, Europe",Europe,,3944,2015-10
Germany,Europe,,5942,2015-10
Russian Federation,Europe,,625,2015-10
Middle East,Asia,,1623,2015-10
Austria,Europe,,666,2015-10
United Kingdom,Europe,,5094,2015-10
Spain,Europe,,859,2015-10
Switzerland,Europe,,1109,2015-10
Netherlands,Europe,,2026,2015-10
Sweden,Europe,,896,2015-10
India,Asia,,2556,2015-10
"Others, Asia",Asia,,868,2015-10
Japan,Asia,,149500,2015-10
"Korea,Republic of",Asia,,59864,2015-10
Unstated,,,1337,2015-10
HongKong. Macao,Asia,,113549,2015-10
Mainland China,Asia,,386663,2015-10
Middle East,Asia,,1771,2015-11
Netherlands,Europe,,2239,2015-11
Switzerland,Europe,,917,2015-11
Spain,Europe,,948,2015-11
United Kingdom,Europe,,5538,2015-11
Austria,Europe,,662,2015-11
Greece,Europe,,122,2015-11
Sweden,Europe,,784,2015-11
"Others, Europe",Europe,,3520,2015-11
Italy,Europe,,1651,2015-11
Australia,Oceania,,6754,2015-11
New Zealand,Oceania,,1079,2015-11
Mainland China,Asia,,357655,2015-11
"Others, Oceania",Oceania,,146,2015-11
"Others, Africa",Africa,,446,2015-11
Unstated,,,169,2015-11
Russian Federation,Europe,,709,2015-11
Germany,Europe,,5526,2015-11
S. Africa,Africa,,339,2015-11
Belgium,Europe,,632,2015-11
India,Asia,,2850,2015-11
France,Europe,,3541,2015-11
"Korea,Republic of",Asia,,59168,2015-11
Japan,Asia,,159431,2015-11
Malaysia,Asia,Southeast Asia,50866,2015-11
Singapore,Asia,Southeast Asia,49765,2015-11
Indonesia,Asia,Southeast Asia,13431,2015-11
Philippines,Asia,Southeast Asia,11209,2015-11
Thailand,Asia,Southeast Asia,10476,2015-11
HongKong. Macao,Asia,,118026,2015-11
"Others, Southeast Asia",Asia,Southeast Asia,1067,2015-11
"Others, Asia",Asia,,826,2015-11
Canada,America,,9773,2015-11
United States of America,America,,44932,2015-11
Mexico,America,,248,2015-11
Vietnam,Asia,Southeast Asia,10882,2015-11
Brazil,America,,296,2015-11
"Others, America",America,,999,2015-11
Argentina,America,,90,2015-11
France,Europe,,3103,2015-12
Germany,Europe,,4603,2015-12
Italy,Europe,,1198,2015-12
Netherlands,Europe,,1660,2015-12
Switzerland,Europe,,835,2015-12
Austria,Europe,,496,2015-12
United Kingdom,Europe,,4720,2015-12
Belgium,Europe,,470,2015-12
Greece,Europe,,108,2015-12
Sweden,Europe,,715,2015-12
Russian Federation,Europe,,517,2015-12
"Others, Europe",Europe,,3423,2015-12
Australia,Oceania,,10459,2015-12
Spain,Europe,,714,2015-12
"Others, America",America,,605,2015-12
Canada,America,,9798,2015-12
Mexico,America,,204,2015-12
New Zealand,Oceania,,1805,2015-12
HongKong. Macao,Asia,,164275,2015-12
Mainland China,Asia,,327129,2015-12
Japan,Asia,,169366,2015-12
"Korea,Republic of",Asia,,69555,2015-12
India,Asia,,2352,2015-12
Middle East,Asia,,1404,2015-12
Malaysia,Asia,Southeast Asia,61103,2015-12
Singapore,Asia,Southeast Asia,66871,2015-12
Philippines,Asia,Southeast Asia,14710,2015-12
Thailand,Asia,Southeast Asia,16560,2015-12
Vietnam,Asia,Southeast Asia,12164,2015-12
"Others, Southeast Asia",Asia,Southeast Asia,1327,2015-12
"Others, Asia",Asia,,681,2015-12
United States of America,America,,49805,2015-12
Argentina,America,,181,2015-12
Indonesia,Asia,Southeast Asia,17750,2015-12
Brazil,America,,370,2015-12
Unstated,,,810,2015-12
"Others, Africa",Africa,,323,2015-12
S. Africa,Africa,,566,2015-12
"Others, Oceania",Oceania,,162,2015-12
Germany,Europe,,4586,2016-01
Italy,Europe,,1277,2016-01
Netherlands,Europe,,1713,2016-01
Switzerland,Europe,,699,2016-01
Spain,Europe,,675,2016-01
United Kingdom,Europe,,4372,2016-01
Austria,Europe,,565,2016-01
HongKong. Macao,Asia,,93448,2016-01
France,Europe,,3012,2016-01
Russian Federation,Europe,,511,2016-01
"Others, Europe",Europe,,3269,2016-01
Australia,Oceania,,8101,2016-01
New Zealand,Oceania,,1331,2016-01
"Others, Oceania",Oceania,,157,2016-01
Greece,Europe,,140,2016-01
Sweden,Europe,,667,2016-01
Belgium,Europe,,454,2016-01
Argentina,America,,174,2016-01
Mainland China,Asia,,366409,2016-01
Japan,Asia,,143078,2016-01
"Korea,Republic of",Asia,,85640,2016-01
India,Asia,,2348,2016-01
Middle East,Asia,,1536,2016-01
Malaysia,Asia,Southeast Asia,22928,2016-01
Singapore,Asia,Southeast Asia,24334,2016-01
Indonesia,Asia,Southeast Asia,14193,2016-01
Philippines,Asia,Southeast Asia,12340,2016-01
Thailand,Asia,Southeast Asia,9049,2016-01
Vietnam,Asia,Southeast Asia,9437,2016-01
"Others, Southeast Asia",Asia,Southeast Asia,928,2016-01
"Others, Asia",Asia,,735,2016-01
Canada,America,,7656,2016-01
United States of America,America,,37894,2016-01
Mexico,America,,229,2016-01
Brazil,America,,394,2016-01
"Others, America",America,,701,2016-01
S. Africa,Africa,,405,2016-01
Unstated,,,203,2016-01
"Others, Africa",Africa,,342,2016-01
Netherlands,Europe,,1515,2016-02
Switzerland,Europe,,711,2016-02
Spain,Europe,,726,2016-02
United Kingdom,Europe,,4473,2016-02
Austria,Europe,,564,2016-02
Greece,Europe,,118,2016-02
Sweden,Europe,,613,2016-02
Russian Federation,Europe,,497,2016-02
HongKong. Macao,Asia,,114431,2016-02
Australia,Oceania,,5158,2016-02
New Zealand,Oceania,,928,2016-02
"Others, Oceania",Oceania,,188,2016-02
S. Africa,Africa,,562,2016-02
"Others, Africa",Africa,,390,2016-02
Unstated,,,789,2016-02
"Korea,Republic of",Asia,,76407,2016-02
Japan,Asia,,132982,2016-02
Italy,Europe,,1188,2016-02
"Others, Europe",Europe,,3399,2016-02
Germany,Europe,,4301,2016-02
Belgium,Europe,,423,2016-02
India,Asia,,2543,2016-02
Middle East,Asia,,1233,2016-02
Malaysia,Asia,Southeast Asia,39395,2016-02
Singapore,Asia,Southeast Asia,21304,2016-02
Indonesia,Asia,Southeast Asia,13766,2016-02
Philippines,Asia,Southeast Asia,10527,2016-02
Thailand,Asia,Southeast Asia,11137,2016-02
France,Europe,,3555,2016-02
Vietnam,Asia,Southeast Asia,15370,2016-02
"Others, Asia",Asia,,803,2016-02
Canada,America,,7552,2016-02
United States of America,America,,34505,2016-02
Mexico,America,,190,2016-02
Brazil,America,,245,2016-02
Argentina,America,,105,2016-02
"Others, America",America,,1064,2016-02
"Others, Southeast Asia",Asia,Southeast Asia,1191,2016-02
Mainland China,Asia,,405307,2016-02
Indonesia,Asia,Southeast Asia,14226,2016-03
Philippines,Asia,Southeast Asia,13910,2016-03
Mexico,America,,313,2016-03
United States of America,America,,45683,2016-03
Canada,America,,10254,2016-03
"Others, Asia",Asia,,1061,2016-03
"Others, Southeast Asia",Asia,Southeast Asia,1350,2016-03
Vietnam,Asia,Southeast Asia,14437,2016-03
Thailand,Asia,Southeast Asia,15922,2016-03
Brazil,America,,385,2016-03
HongKong. Macao,Asia,,164894,2016-03
Japan,Asia,,198744,2016-03
"Korea,Republic of",Asia,,56442,2016-03
India,Asia,,3069,2016-03
Middle East,Asia,,1948,2016-03
Malaysia,Asia,Southeast Asia,47488,2016-03
Singapore,Asia,Southeast Asia,38377,2016-03
Unstated,,,2315,2016-03
Mainland China,Asia,,363878,2016-03
Argentina,America,,120,2016-03
Switzerland,Europe,,993,2016-03
Belgium,Europe,,682,2016-03
"Others, America",America,,728,2016-03
S. Africa,Africa,,311,2016-03
"Others, Oceania",Oceania,,179,2016-03
New Zealand,Oceania,,1034,2016-03
Australia,Oceania,,7752,2016-03
"Others, Europe",Europe,,3697,2016-03
Russian Federation,Europe,,534,2016-03
Sweden,Europe,,857,2016-03
"Others, Africa",Africa,,512,2016-03
Austria,Europe,,728,2016-03
United Kingdom,Europe,,6200,2016-03
Spain,Europe,,980,2016-03
Netherlands,Europe,,1946,2016-03
Italy,Europe,,1671,2016-03
Germany,Europe,,7466,2016-03
France,Europe,,3513,2016-03
Greece,Europe,,131,2016-03
Germany,Europe,,4938,2016-04
Italy,Europe,,1474,2016-04
Netherlands,Europe,,1963,2016-04
Switzerland,Europe,,986,2016-04
Spain,Europe,,875,2016-04
United Kingdom,Europe,,5952,2016-04
Austria,Europe,,560,2016-04
Russian Federation,Europe,,625,2016-04
Sweden,Europe,,879,2016-04
"Others, Europe",Europe,,3709,2016-04
Australia,Oceania,,7480,2016-04
New Zealand,Oceania,,1183,2016-04
"Others, Oceania",Oceania,,145,2016-04
France,Europe,,3954,2016-04
S. Africa,Africa,,409,2016-04
Greece,Europe,,157,2016-04
Belgium,Europe,,469,2016-04
Vietnam,Asia,Southeast Asia,15197,2016-04
Argentina,America,,90,2016-04
HongKong. Macao,Asia,,110716,2016-04
Japan,Asia,,129469,2016-04
"Korea,Republic of",Asia,,62668,2016-04
India,Asia,,2794,2016-04
Middle East,Asia,,1940,2016-04
Malaysia,Asia,Southeast Asia,40557,2016-04
Singapore,Asia,Southeast Asia,31510,2016-04
"Others, America",America,,866,2016-04
Indonesia,Asia,Southeast Asia,13808,2016-04
Thailand,Asia,Southeast Asia,18327,2016-04
"Others, Southeast Asia",Asia,Southeast Asia,1558,2016-04
"Others, Asia",Asia,,691,2016-04
Canada,America,,9283,2016-04
United States of America,America,,42681,2016-04
Mexico,America,,309,2016-04
Brazil,America,,379,2016-04
Philippines,Asia,Southeast Asia,14676,2016-04
Mainland China,Asia,,375567,2016-04
Unstated,,,1005,2016-04
"Others, Africa",Africa,,474,2016-04
Spain,Europe,,828,2016-05
"Others, Africa",Africa,,575,2016-05
Germany,Europe,,4394,2016-05
Italy,Europe,,1448,2016-05
Netherlands,Europe,,1856,2016-05
Switzerland,Europe,,742,2016-05
United Kingdom,Europe,,4999,2016-05
Austria,Europe,,477,2016-05
Greece,Europe,,137,2016-05
Sweden,Europe,,737,2016-05
Russian Federation,Europe,,721,2016-05
"Others, Europe",Europe,,3433,2016-05
Australia,Oceania,,6240,2016-05
New Zealand,Oceania,,1035,2016-05
"Others, Oceania",Oceania,,159,2016-05
S. Africa,Africa,,352,2016-05
Unstated,,,406,2016-05
Belgium,Europe,,468,2016-05
"Others, America",America,,932,2016-05
France,Europe,,3430,2016-05
Brazil,America,,321,2016-05
HongKong. Macao,Asia,,125302,2016-05
Mainland China,Asia,,327254,2016-05
Japan,Asia,,145428,2016-05
"Korea,Republic of",Asia,,64106,2016-05
India,Asia,,3089,2016-05
Argentina,America,,143,2016-05
Malaysia,Asia,Southeast Asia,35240,2016-05
Singapore,Asia,Southeast Asia,29493,2016-05
Indonesia,Asia,Southeast Asia,15097,2016-05
Middle East,Asia,,2129,2016-05
Thailand,Asia,Southeast Asia,15712,2016-05
Vietnam,Asia,Southeast Asia,14674,2016-05
"Others, Southeast Asia",Asia,Southeast Asia,1234,2016-05
"Others, Asia",Asia,,959,2016-05
Canada,America,,9490,2016-05
United States of America,America,,44098,2016-05
Mexico,America,,311,2016-05
Philippines,Asia,Southeast Asia,15116,2016-05
Netherlands,Europe,,1454,2016-06
Switzerland,Europe,,628,2016-06
Spain,Europe,,766,2016-06
United Kingdom,Europe,,4140,2016-06
Austria,Europe,,457,2016-06
Greece,Europe,,110,2016-06
Sweden,Europe,,679,2016-06
Russian Federation,Europe,,682,2016-06
"Others, America",America,,840,2016-06
Australia,Oceania,,5324,2016-06
New Zealand,Oceania,,932,2016-06
"Others, Oceania",Oceania,,225,2016-06
S. Africa,Africa,,352,2016-06
"Others, Africa",Africa,,380,2016-06
Unstated,,,129,2016-06
Italy,Europe,,1210,2016-06
"Others, Europe",Europe,,3022,2016-06
Germany,Europe,,3749,2016-06
France,Europe,,2909,2016-06
HongKong. Macao,Asia,,143276,2016-06
Mainland China,Asia,,271478,2016-06
Japan,Asia,,130172,2016-06
"Korea,Republic of",Asia,,61599,2016-06
India,Asia,,2659,2016-06
Middle East,Asia,,1279,2016-06
Belgium,Europe,,456,2016-06
Singapore,Asia,Southeast Asia,34467,2016-06
Indonesia,Asia,Southeast Asia,17029,2016-06
Philippines,Asia,Southeast Asia,14145,2016-06
Malaysia,Asia,Southeast Asia,29746,2016-06
Vietnam,Asia,Southeast Asia,15734,2016-06
"Others, Southeast Asia",Asia,Southeast Asia,1211,2016-06
"Others, Asia",Asia,,768,2016-06
Canada,America,,6090,2016-06
United States of America,America,,47408,2016-06
Mexico,America,,203,2016-06
Brazil,America,,251,2016-06
Argentina,America,,84,2016-06
Thailand,Asia,Southeast Asia,11757,2016-06
United Kingdom,Europe,,5051,2016-07
Spain,Europe,,899,2016-07
Switzerland,Europe,,995,2016-07
France,Europe,,3733,2016-07
Italy,Europe,,1283,2016-07
Germany,Europe,,4117,2016-07
Netherlands,Europe,,2085,2016-07
Austria,Europe,,637,2016-07
"Others, Africa",Africa,,511,2016-07
Sweden,Europe,,569,2016-07
Russian Federation,Europe,,684,2016-07
"Others, Europe",Europe,,3983,2016-07
Australia,Oceania,,5068,2016-07
New Zealand,Oceania,,943,2016-07
"Others, Oceania",Oceania,,201,2016-07
Unstated,,,162,2016-07
Belgium,Europe,,635,2016-07
Greece,Europe,,181,2016-07
"Others, America",America,,737,2016-07
Indonesia,Asia,Southeast Asia,17157,2016-07
Brazil,America,,301,2016-07
HongKong. Macao,Asia,,149724,2016-07
Mainland China,Asia,,299805,2016-07
Japan,Asia,,133795,2016-07
"Korea,Republic of",Asia,,71641,2016-07
India,Asia,,2760,2016-07
Middle East,Asia,,1730,2016-07
Malaysia,Asia,Southeast Asia,26167,2016-07
Argentina,America,,66,2016-07
Singapore,Asia,Southeast Asia,21393,2016-07
Thailand,Asia,Southeast Asia,10281,2016-07
Vietnam,Asia,Southeast Asia,15432,2016-07
"Others, Southeast Asia",Asia,Southeast Asia,1306,2016-07
"Others, Asia",Asia,,795,2016-07
Canada,America,,8146,2016-07
United States of America,America,,42862,2016-07
Mexico,America,,314,2016-07
Philippines,Asia,Southeast Asia,12274,2016-07
S. Africa,Africa,,446,2016-07
Russian Federation,Europe,,706,2016-08
"Others, Europe",Europe,,3320,2016-08
Netherlands,Europe,,1862,2016-08
S. Africa,Africa,,624,2016-08
Australia,Oceania,,4087,2016-08
"Others, Oceania",Oceania,,190,2016-08
United Kingdom,Europe,,4623,2016-08
India,Asia,,3133,2016-08
Middle East,Asia,,1601,2016-08
Malaysia,Asia,Southeast Asia,23685,2016-08
Singapore,Asia,Southeast Asia,19165,2016-08
Indonesia,Asia,Southeast Asia,14898,2016-08
Philippines,Asia,Southeast Asia,13130,2016-08
Thailand,Asia,Southeast Asia,13632,2016-08
Vietnam,Asia,Southeast Asia,17041,2016-08
"Others, Southeast Asia",Asia,Southeast Asia,1599,2016-08
"Others, Africa",Africa,,538,2016-08
"Others, Asia",Asia,,989,2016-08
United States of America,America,,38884,2016-08
Mexico,America,,293,2016-08
Brazil,America,,337,2016-08
Argentina,America,,63,2016-08
"Others, America",America,,1029,2016-08
Belgium,Europe,,451,2016-08
France,Europe,,3394,2016-08
Germany,Europe,,4259,2016-08
Italy,Europe,,1256,2016-08
Switzerland,Europe,,704,2016-08
Sweden,Europe,,484,2016-08
Greece,Europe,,127,2016-08
Austria,Europe,,579,2016-08
Canada,America,,7642,2016-08
Unstated,,,142,2016-08
New Zealand,Oceania,,849,2016-08
Spain,Europe,,952,2016-08
HongKong. Macao,Asia,,163646,2016-08
Mainland China,Asia,,248538,2016-08
Japan,Asia,,187065,2016-08
"Korea,Republic of",Asia,,78023,2016-08
"Others, Asia",Asia,,1192,2016-09
"Others, Southeast Asia",Asia,Southeast Asia,1731,2016-09
Vietnam,Asia,Southeast Asia,17100,2016-09
Thailand,Asia,Southeast Asia,14084,2016-09
Philippines,Asia,Southeast Asia,12871,2016-09
Indonesia,Asia,Southeast Asia,15634,2016-09
Singapore,Asia,Southeast Asia,27245,2016-09
Middle East,Asia,,1456,2016-09
Canada,America,,6933,2016-09
India,Asia,,2627,2016-09
"Korea,Republic of",Asia,,72200,2016-09
Japan,Asia,,157828,2016-09
Mainland China,Asia,,214764,2016-09
HongKong. Macao,Asia,,118664,2016-09
Malaysia,Asia,Southeast Asia,40289,2016-09
Spain,Europe,,907,2016-09
Switzerland,Europe,,775,2016-09
Brazil,America,,244,2016-09
Netherlands,Europe,,1779,2016-09
Italy,Europe,,1230,2016-09
Germany,Europe,,4772,2016-09
France,Europe,,3077,2016-09
Belgium,Europe,,545,2016-09
Austria,Europe,,515,2016-09
Greece,Europe,,119,2016-09
Sweden,Europe,,651,2016-09
Mexico,America,,197,2016-09
Russian Federation,Europe,,712,2016-09
Australia,Oceania,,5865,2016-09
New Zealand,Oceania,,1040,2016-09
"Others, Oceania",Oceania,,241,2016-09
S. Africa,Africa,,327,2016-09
"Others, Africa",Africa,,562,2016-09
Unstated,,,905,2016-09
"Others, America",America,,1261,2016-09
Argentina,America,,76,2016-09
"Others, Europe",Europe,,3281,2016-09
United States of America,America,,34572,2016-09
United Kingdom,Europe,,3970,2016-09
Mainland China,Asia,,215390,2016-10
"Others, Southeast Asia",Asia,Southeast Asia,2171,2016-10
Vietnam,Asia,Southeast Asia,18938,2016-10
Thailand,Asia,Southeast Asia,23289,2016-10
Philippines,Asia,Southeast Asia,15665,2016-10
Indonesia,Asia,Southeast Asia,15721,2016-10
Singapore,Asia,Southeast Asia,35141,2016-10
Middle East,Asia,,1763,2016-10
India,Asia,,2907,2016-10
New Zealand,Oceania,,1183,2016-10
"Others, Oceania",Oceania,,209,2016-10
S. Africa,Africa,,402,2016-10
"Others, Africa",Africa,,427,2016-10
Unstated,,,1144,2016-10
"Korea,Republic of",Asia,,73819,2016-10
Japan,Asia,,167336,2016-10
Australia,Oceania,,9161,2016-10
HongKong. Macao,Asia,,126344,2016-10
"Others, Asia",Asia,,888,2016-10
Canada,America,,11471,2016-10
Malaysia,Asia,Southeast Asia,42186,2016-10
Mexico,America,,332,2016-10
"Others, Europe",Europe,,4898,2016-10
United States of America,America,,46751,2016-10
Sweden,Europe,,904,2016-10
Greece,Europe,,129,2016-10
Austria,Europe,,612,2016-10
United Kingdom,Europe,,5958,2016-10
Spain,Europe,,1024,2016-10
Switzerland,Europe,,1237,2016-10
Russian Federation,Europe,,879,2016-10
Italy,Europe,,1807,2016-10
Germany,Europe,,6457,2016-10
France,Europe,,4397,2016-10
Belgium,Europe,,774,2016-10
"Others, America",America,,1011,2016-10
Argentina,America,,141,2016-10
Brazil,America,,497,2016-10
Netherlands,Europe,,2508,2016-10
Canada,America,,11427,2016-11
"Others, Asia",Asia,,918,2016-11
"Others, Southeast Asia",Asia,Southeast Asia,1956,2016-11
Vietnam,Asia,Southeast Asia,21026,2016-11
Thailand,Asia,Southeast Asia,20831,2016-11
Philippines,Asia,Southeast Asia,15288,2016-11
Indonesia,Asia,Southeast Asia,16376,2016-11
Singapore,Asia,Southeast Asia,52622,2016-11
"Korea,Republic of",Asia,,82274,2016-11
Middle East,Asia,,1677,2016-11
India,Asia,,3057,2016-11
Japan,Asia,,186045,2016-11
Unstated,,,137,2016-11
"Others, Africa",Africa,,501,2016-11
Mainland China,Asia,,202986,2016-11
United States of America,America,,52438,2016-11
Malaysia,Asia,Southeast Asia,54980,2016-11
Mexico,America,,267,2016-11
"Others, Oceania",Oceania,,152,2016-11
Argentina,America,,90,2016-11
HongKong. Macao,Asia,,126488,2016-11
New Zealand,Oceania,,1212,2016-11
Australia,Oceania,,7527,2016-11
"Others, Europe",Europe,,4788,2016-11
Russian Federation,Europe,,868,2016-11
Sweden,Europe,,929,2016-11
Greece,Europe,,120,2016-11
Austria,Europe,,676,2016-11
United Kingdom,Europe,,5335,2016-11
Spain,Europe,,1109,2016-11
Switzerland,Europe,,952,2016-11
Netherlands,Europe,,2347,2016-11
Italy,Europe,,1887,2016-11
Germany,Europe,,5998,2016-11
France,Europe,,3793,2016-11
Belgium,Europe,,695,2016-11
"Others, America",America,,759,2016-11
Brazil,America,,286,2016-11
S. Africa,Africa,,340,2016-11
Unstated,,,162,2016-12
Australia,Oceania,,10598,2016-12
"Others, America",America,,734,2016-12
Belgium,Europe,,575,2016-12
France,Europe,,3613,2016-12
Germany,Europe,,4761,2016-12
Italy,Europe,,1371,2016-12
Netherlands,Europe,,2226,2016-12
Switzerland,Europe,,803,2016-12
Argentina,America,,129,2016-12
Spain,Europe,,945,2016-12
Austria,Europe,,497,2016-12
"Others, Africa",Africa,,379,2016-12
S. Africa,Africa,,547,2016-12
"Others, Oceania",Oceania,,143,2016-12
New Zealand,Oceania,,2006,2016-12
Greece,Europe,,103,2016-12
"Others, Europe",Europe,,3861,2016-12
United Kingdom,Europe,,4794,2016-12
Russian Federation,Europe,,555,2016-12
Brazil,America,,531,2016-12
United States of America,America,,56112,2016-12
HongKong. Macao,Asia,,177870,2016-12
Mainland China,Asia,,220358,2016-12
Japan,Asia,,183760,2016-12
"Korea,Republic of",Asia,,99578,2016-12
India,Asia,,2564,2016-12
Middle East,Asia,,1570,2016-12
Mexico,America,,180,2016-12
Malaysia,Asia,Southeast Asia,71759,2016-12
Indonesia,Asia,Southeast Asia,20815,2016-12
Philippines,Asia,Southeast Asia,22533,2016-12
Thailand,Asia,Southeast Asia,31619,2016-12
Vietnam,Asia,Southeast Asia,22250,2016-12
"Others, Southeast Asia",Asia,Southeast Asia,2515,2016-12
"Others, Asia",Asia,,1038,2016-12
Canada,America,,10253,2016-12
Singapore,Asia,Southeast Asia,72216,2016-12
Sweden,Europe,,775,2016-12
"Others, Europe",Europe,,3898,2017-01
Greece,Europe,,138,2017-01
Australia,Oceania,,8690,2017-01
Austria,Europe,,586,2017-01
United Kingdom,Europe,,5290,2017-01
Spain,Europe,,881,2017-01
Switzerland,Europe,,844,2017-01
Netherlands,Europe,,1996,2017-01
Italy,Europe,,1281,2017-01
Germany,Europe,,4765,2017-01
France,Europe,,3441,2017-01
Belgium,Europe,,554,2017-01
"Others, America",America,,844,2017-01
Argentina,America,,129,2017-01
Brazil,America,,409,2017-01
Mexico,America,,238,2017-01
United States of America,America,,44235,2017-01
Canada,America,,9296,2017-01
"Others, Asia",Asia,,844,2017-01
"Others, Southeast Asia",Asia,Southeast Asia,1401,2017-01
Vietnam,Asia,Southeast Asia,17948,2017-01
Thailand,Asia,Southeast Asia,16955,2017-01
Philippines,Asia,Southeast Asia,16772,2017-01
Indonesia,Asia,Southeast Asia,12887,2017-01
Singapore,Asia,Southeast Asia,25037,2017-01
Malaysia,Asia,Southeast Asia,28560,2017-01
Middle East,Asia,,1449,2017-01
India,Asia,,2153,2017-01
"Korea,Republic of",Asia,,112078,2017-01
Japan,Asia,,129403,2017-01
Mainland China,Asia,,255689,2017-01
HongKong. Macao,Asia,,112043,2017-01
Russian Federation,Europe,,501,2017-01
New Zealand,Oceania,,1685,2017-01
Sweden,Europe,,769,2017-01
S. Africa,Africa,,486,2017-01
"Others, Africa",Africa,,268,2017-01
Unstated,,,115,2017-01
"Others, Oceania",Oceania,,241,2017-01
Brazil,America,,276,2017-02
Mexico,America,,223,2017-02
United States of America,America,,35480,2017-02
Canada,America,,7466,2017-02
"Others, Asia",Asia,,846,2017-02
"Others, Southeast Asia",Asia,Southeast Asia,1338,2017-02
Vietnam,Asia,Southeast Asia,29395,2017-02
Thailand,Asia,Southeast Asia,21767,2017-02
Philippines,Asia,Southeast Asia,16918,2017-02
Indonesia,Asia,Southeast Asia,14922,2017-02
Singapore,Asia,Southeast Asia,25884,2017-02
Malaysia,Asia,Southeast Asia,45750,2017-02
Middle East,Asia,,1242,2017-02
India,Asia,,2983,2017-02
"Korea,Republic of",Asia,,94803,2017-02
Argentina,America,,91,2017-02
"Others, America",America,,1113,2017-02
Belgium,Europe,,420,2017-02
France,Europe,,3485,2017-02
"Others, Africa",Africa,,464,2017-02
S. Africa,Africa,,589,2017-02
"Others, Oceania",Oceania,,306,2017-02
New Zealand,Oceania,,862,2017-02
Australia,Oceania,,5548,2017-02
"Others, Europe",Europe,,3391,2017-02
Russian Federation,Europe,,537,2017-02
Japan,Asia,,148108,2017-02
Sweden,Europe,,689,2017-02
Austria,Europe,,491,2017-02
United Kingdom,Europe,,4413,2017-02
Spain,Europe,,757,2017-02
Switzerland,Europe,,813,2017-02
Netherlands,Europe,,1737,2017-02
Italy,Europe,,1246,2017-02
Germany,Europe,,4453,2017-02
Greece,Europe,,124,2017-02
Mainland China,Asia,,202287,2017-02
Unstated,,,111,2017-02
HongKong. Macao,Asia,,106183,2017-02
Malaysia,Asia,Southeast Asia,54734,2017-03
Singapore,Asia,Southeast Asia,42052,2017-03
"Others, Asia",Asia,,1083,2017-03
"Others, Africa",Africa,,522,2017-03
S. Africa,Africa,,426,2017-03
"Others, Oceania",Oceania,,255,2017-03
New Zealand,Oceania,,1083,2017-03
Australia,Oceania,,7461,2017-03
"Others, Europe",Europe,,4724,2017-03
Russian Federation,Europe,,923,2017-03
Sweden,Europe,,886,2017-03
Greece,Europe,,188,2017-03
Austria,Europe,,844,2017-03
United Kingdom,Europe,,5969,2017-03
Spain,Europe,,1084,2017-03
Indonesia,Asia,Southeast Asia,14943,2017-03
Switzerland,Europe,,1177,2017-03
"Others, Southeast Asia",Asia,Southeast Asia,1525,2017-03
Vietnam,Asia,Southeast Asia,33793,2017-03
Thailand,Asia,Southeast Asia,31346,2017-03
Philippines,Asia,Southeast Asia,24374,2017-03
United States of America,America,,49970,2017-03
Mexico,America,,394,2017-03
Middle East,Asia,,2260,2017-03
Brazil,America,,497,2017-03
"Others, America",America,,951,2017-03
Belgium,Europe,,734,2017-03
France,Europe,,4178,2017-03
Germany,Europe,,9179,2017-03
